a,b,theta,E,E_t1,machine_type,status,file_name
10.2,5.9,35,-5.067836021,-5.067836021,3,Done,pyrene_theta=35_a=10.2_b=5.9.log
10.3,6.1,35,-5.06257184,-5.06257184,3,Done,pyrene_theta=35_a=10.3_b=6.1.log
10.3,6,35,-5.059168853,-5.059168853,3,Done,pyrene_theta=35_a=10.3_b=6.0.log
10.1,5.9,35,-5.057359114,-5.057359114,3,Done,pyrene_theta=35_a=10.1_b=5.9.log
10.3,5.9,35,-5.040588282,-5.040588282,3,Done,pyrene_theta=35_a=10.3_b=5.9.log
10.2,5.8,35,-5.006538962,-5.006538962,3,Done,pyrene_theta=35_a=10.2_b=5.8.log
10.3,5.8,35,-5.004986502,-5.004986502,3,Done,pyrene_theta=35_a=10.3_b=5.8.log
10.4,5.9,35,-4.981795615,-4.981795615,3,Done,pyrene_theta=35_a=10.4_b=5.9.log
10.4,6,35,-4.981765494,-4.981765494,3,Done,pyrene_theta=35_a=10.4_b=6.0.log
10.4,6.1,35,-4.969050259,-4.969050259,3,Done,pyrene_theta=35_a=10.4_b=6.1.log
10.4,5.8,35,-4.967482739,-4.967482739,3,Done,pyrene_theta=35_a=10.4_b=5.8.log
10.1,5.8,35,-4.965614015,-4.965614015,3,Done,pyrene_theta=35_a=10.1_b=5.8.log
10.3,5.7,35,-4.950477846,-4.950477846,3,Done,pyrene_theta=35_a=10.3_b=5.7.log
10.4,6.2,35,-4.945184799,-4.945184799,3,Done,pyrene_theta=35_a=10.4_b=6.2.log
10.4,5.7,35,-4.937091175,-4.937091175,3,Done,pyrene_theta=35_a=10.4_b=5.7.log
10.2,5.7,35,-4.92329474,-4.92329474,3,Done,pyrene_theta=35_a=10.2_b=5.7.log
10.5,5.9,35,-4.897143888,-4.897143888,3,Done,pyrene_theta=35_a=10.5_b=5.9.log
10.5,5.7,35,-4.88953031,-4.88953031,3,Done,pyrene_theta=35_a=10.5_b=5.7.log
10.4,5.6,35,-4.888830636,-4.888830636,3,Done,pyrene_theta=35_a=10.4_b=5.6.log
10.5,6,35,-4.882211033,-4.882211033,3,Done,pyrene_theta=35_a=10.5_b=6.0.log
10.3,5.6,35,-4.875210531,-4.875210531,3,Done,pyrene_theta=35_a=10.3_b=5.6.log
10.5,5.6,35,-4.863775417,-4.863775417,3,Done,pyrene_theta=35_a=10.5_b=5.6.log
10.5,6.1,35,-4.856757345,-4.856757345,3,Done,pyrene_theta=35_a=10.5_b=6.1.log
10.1,5.7,35,-4.848648033,-4.848648033,3,Done,pyrene_theta=35_a=10.1_b=5.7.log
10.5,6.2,35,-4.82211942,-4.82211942,3,Done,pyrene_theta=35_a=10.5_b=6.2.log
10.5,5.5,35,-4.821192588,-4.821192588,3,Done,pyrene_theta=35_a=10.5_b=5.5.log
10.4,5.5,35,-4.820981117,-4.820981117,3,Done,pyrene_theta=35_a=10.4_b=5.5.log
10.2,5.6,35,-4.816201374,-4.816201374,3,Done,pyrene_theta=35_a=10.2_b=5.6.log
10.3,5.5,35,-4.777428786,-4.777428786,3,Done,pyrene_theta=35_a=10.3_b=5.5.log
10.6,6,35,-4.765196106,-4.765196106,3,Done,pyrene_theta=35_a=10.6_b=6.0.log
10.6,6.1,35,-4.729925024,-4.729925024,3,Done,pyrene_theta=35_a=10.6_b=6.1.log
10.6,6.2,35,-4.687133234,-4.687133234,3,Done,pyrene_theta=35_a=10.6_b=6.2.log
4.4,13.7,35,-2.999012107,-2.999012107,3,Done,pyrene_theta=35_a=4.4_b=13.7.log
4.4,13.8,35,-2.994276289,-2.994276289,3,Done,pyrene_theta=35_a=4.4_b=13.8.log
4.4,13.9,35,-2.970050011,-2.970050011,3,Done,pyrene_theta=35_a=4.4_b=13.9.log
4.4,14,35,-2.929082393,-2.929082393,3,Done,pyrene_theta=35_a=4.4_b=14.0.log
4.3,13.8,35,-2.920808046,-2.920808046,3,Done,pyrene_theta=35_a=4.3_b=13.8.log
4.3,13.9,35,-2.916094191,-2.916094191,3,Done,pyrene_theta=35_a=4.3_b=13.9.log
4.3,13.7,35,-2.902982997,-2.902982997,3,Done,pyrene_theta=35_a=4.3_b=13.7.log
4.3,14,35,-2.891732998,-2.891732998,3,Done,pyrene_theta=35_a=4.3_b=14.0.log
4.4,14.1,35,-2.874051021,-2.874051021,3,Done,pyrene_theta=35_a=4.4_b=14.1.log
4.3,14.1,35,-2.850540104,-2.850540104,3,Done,pyrene_theta=35_a=4.3_b=14.1.log
4.2,13.9,35,-2.843095325,-2.843095325,3,Done,pyrene_theta=35_a=4.2_b=13.9.log
4.2,14,35,-2.837999316,-2.837999316,3,Done,pyrene_theta=35_a=4.2_b=14.0.log
4.2,13.8,35,-2.825481119,-2.825481119,3,Done,pyrene_theta=35_a=4.2_b=13.8.log
4.2,14.1,35,-2.813135488,-2.813135488,3,Done,pyrene_theta=35_a=4.2_b=14.1.log
4.5,14.2,35,-2.809657827,-2.809657827,3,Done,pyrene_theta=35_a=4.5_b=14.2.log
4.4,14.2,35,-2.807537471,-2.807537471,3,Done,pyrene_theta=35_a=4.4_b=14.2.log
4.3,14.2,35,-2.795300398,-2.795300398,3,Done,pyrene_theta=35_a=4.3_b=14.2.log
4.2,13.7,35,-2.782103236,-2.782103236,3,Done,pyrene_theta=35_a=4.2_b=13.7.log
4.2,14.2,35,-2.771429918,-2.771429918,3,Done,pyrene_theta=35_a=4.2_b=14.2.log
4.1,14,35,-2.766017644,-2.766017644,3,Done,pyrene_theta=35_a=4.1_b=14.0.log
4.1,14.1,35,-2.7600814,-2.7600814,3,Done,pyrene_theta=35_a=4.1_b=14.1.log
4.1,14.2,35,-2.734335292,-2.734335292,3,Done,pyrene_theta=35_a=4.1_b=14.2.log
4.4,14.3,35,-2.731928791,-2.731928791,3,Done,pyrene_theta=35_a=4.4_b=14.3.log
4.3,14.3,35,-2.728663857,-2.728663857,3,Done,pyrene_theta=35_a=4.3_b=14.3.log
4.5,14.3,35,-2.726836547,-2.726836547,3,Done,pyrene_theta=35_a=4.5_b=14.3.log
4.2,14.3,35,-2.715758486,-2.715758486,3,Done,pyrene_theta=35_a=4.2_b=14.3.log
4.3,14.4,35,-2.653100985,-2.653100985,3,Done,pyrene_theta=35_a=4.3_b=14.4.log
4.4,14.4,35,-2.64937734,-2.64937734,3,Done,pyrene_theta=35_a=4.4_b=14.4.log
4.5,14.4,35,-2.638778697,-2.638778697,3,Done,pyrene_theta=35_a=4.5_b=14.4.log
11.3,5.2,40,-4.287177185,-4.287177185,3,Done,pyrene_theta=40_a=11.3_b=5.2.log
11.4,5.2,40,-4.265718854,-4.265718854,3,Done,pyrene_theta=40_a=11.4_b=5.2.log
11.5,5.2,40,-4.216281106,-4.216281106,3,Done,pyrene_theta=40_a=11.5_b=5.2.log
11.4,5.1,40,-4.209055955,-4.209055955,3,Done,pyrene_theta=40_a=11.4_b=5.1.log
11.3,5.1,40,-4.206403471,-4.206403471,3,Done,pyrene_theta=40_a=11.3_b=5.1.log
11.5,5.1,40,-4.179918156,-4.179918156,3,Done,pyrene_theta=40_a=11.5_b=5.1.log
11.6,5.2,40,-4.14390975,-4.14390975,3,Done,pyrene_theta=40_a=11.6_b=5.2.log
11.4,5,40,-4.133000488,-4.133000488,3,Done,pyrene_theta=40_a=11.4_b=5.0.log
11.5,5,40,-4.126581061,-4.126581061,3,Done,pyrene_theta=40_a=11.5_b=5.0.log
11.6,5.1,40,-4.124383521,-4.124383521,3,Done,pyrene_theta=40_a=11.6_b=5.1.log
11.3,5,40,-4.103658121,-4.103658121,3,Done,pyrene_theta=40_a=11.3_b=5.0.log
11.6,5,40,-4.090156616,-4.090156616,3,Done,pyrene_theta=40_a=11.6_b=5.0.log
11.7,5.2,40,-4.053319896,-4.053319896,3,Done,pyrene_theta=40_a=11.7_b=5.2.log
11.7,5.3,40,-4.047815378,-4.047815378,3,Done,pyrene_theta=40_a=11.7_b=5.3.log
11.7,5.1,40,-4.047493466,-4.047493466,3,Done,pyrene_theta=40_a=11.7_b=5.1.log
11.7,5,40,-4.029086088,-4.029086088,3,Done,pyrene_theta=40_a=11.7_b=5.0.log
11.8,5.1,40,-3.953849521,-3.953849521,3,Done,pyrene_theta=40_a=11.8_b=5.1.log
11.8,5.2,40,-3.94875665,-3.94875665,3,Done,pyrene_theta=40_a=11.8_b=5.2.log
11.8,5,40,-3.948269702,-3.948269702,3,Done,pyrene_theta=40_a=11.8_b=5.0.log
11.8,5.3,40,-3.934120607,-3.934120607,3,Done,pyrene_theta=40_a=11.8_b=5.3.log
11.9,5.1,40,-3.847460848,-3.847460848,3,Done,pyrene_theta=40_a=11.9_b=5.1.log
11.9,5.2,40,-3.833862079,-3.833862079,3,Done,pyrene_theta=40_a=11.9_b=5.2.log
11.9,5.3,40,-3.812238712,-3.812238712,3,Done,pyrene_theta=40_a=11.9_b=5.3.log
4.7,12.9,40,-3.407785926,-3.407785926,3,Done,pyrene_theta=40_a=4.7_b=12.9.log
4.7,13,40,-3.391818935,-3.391818935,3,Done,pyrene_theta=40_a=4.7_b=13.0.log
4.7,13.1,40,-3.355882064,-3.355882064,3,Done,pyrene_theta=40_a=4.7_b=13.1.log
4.6,13,40,-3.325509325,-3.325509325,3,Done,pyrene_theta=40_a=4.6_b=13.0.log
4.6,12.9,40,-3.319455109,-3.319455109,3,Done,pyrene_theta=40_a=4.6_b=12.9.log
4.6,13.1,40,-3.308486234,-3.308486234,3,Done,pyrene_theta=40_a=4.6_b=13.1.log
4.7,13.2,40,-3.303067058,-3.303067058,3,Done,pyrene_theta=40_a=4.7_b=13.2.log
4.6,13.2,40,-3.271730463,-3.271730463,3,Done,pyrene_theta=40_a=4.6_b=13.2.log
4.5,13.1,40,-3.242784055,-3.242784055,3,Done,pyrene_theta=40_a=4.5_b=13.1.log
4.5,13,40,-3.238192564,-3.238192564,3,Done,pyrene_theta=40_a=4.5_b=13.0.log
4.5,13.2,40,-3.224591912,-3.224591912,3,Done,pyrene_theta=40_a=4.5_b=13.2.log
4.6,13.3,40,-3.218318695,-3.218318695,3,Done,pyrene_theta=40_a=4.6_b=13.3.log
4.5,12.9,40,-3.207174745,-3.207174745,3,Done,pyrene_theta=40_a=4.5_b=12.9.log
4.5,13.3,40,-3.186891739,-3.186891739,3,Done,pyrene_theta=40_a=4.5_b=13.3.log
4.4,13.2,40,-3.159819075,-3.159819075,3,Done,pyrene_theta=40_a=4.4_b=13.2.log
4.4,13.1,40,-3.156793849,-3.156793849,3,Done,pyrene_theta=40_a=4.4_b=13.1.log
4.6,13.4,40,-3.151142494,-3.151142494,3,Done,pyrene_theta=40_a=4.6_b=13.4.log
4.4,13.3,40,-3.140307279,-3.140307279,3,Done,pyrene_theta=40_a=4.4_b=13.3.log
4.5,13.4,40,-3.132753314,-3.132753314,3,Done,pyrene_theta=40_a=4.5_b=13.4.log
4.4,13.4,40,-3.10148449,-3.10148449,3,Done,pyrene_theta=40_a=4.4_b=13.4.log
4.6,13.5,40,-3.072908312,-3.072908312,3,Done,pyrene_theta=40_a=4.6_b=13.5.log
4.5,13.5,40,-3.06508891,-3.06508891,3,Done,pyrene_theta=40_a=4.5_b=13.5.log
4.4,13.5,40,-3.046440568,-3.046440568,3,Done,pyrene_theta=40_a=4.4_b=13.5.log
4.5,13.6,40,-2.986644513,-2.986644513,3,Done,pyrene_theta=40_a=4.5_b=13.6.log
4.6,13.6,40,-2.986094814,-2.986094814,3,Done,pyrene_theta=40_a=4.6_b=13.6.log
4.4,13.6,40,-2.978161205,-2.978161205,3,Done,pyrene_theta=40_a=4.4_b=13.6.log
4.3,13.6,40,-2.959439444,-2.959439444,3,Done,pyrene_theta=40_a=4.3_b=13.6.log
4.5,13.7,40,-2.89990255,-2.89990255,3,Done,pyrene_theta=40_a=4.5_b=13.7.log
4.4,13.7,40,-2.89942878,-2.89942878,3,Done,pyrene_theta=40_a=4.4_b=13.7.log
4.6,13.7,40,-2.892860006,-2.892860006,3,Done,pyrene_theta=40_a=4.6_b=13.7.log
4.3,13.7,40,-2.890438445,-2.890438445,3,Done,pyrene_theta=40_a=4.3_b=13.7.log
4.4,13.8,40,-2.812734509,-2.812734509,3,Done,pyrene_theta=40_a=4.4_b=13.8.log
4.3,13.8,40,-2.811379715,-2.811379715,3,Done,pyrene_theta=40_a=4.3_b=13.8.log
4.5,13.8,40,-2.80701852,-2.80701852,3,Done,pyrene_theta=40_a=4.5_b=13.8.log
8.5,8.5,45,-5.912023342,-5.912023342,3,Done,pyrene_theta=45_a=8.5_b=8.5.log
8.6,8.5,45,-5.911823166,-5.911823166,3,Done,pyrene_theta=45_a=8.6_b=8.5.log
8.5,8.6,45,-5.911823166,-5.911823166,3,Done,pyrene_theta=45_a=8.5_b=8.6.log
8.6,8.4,45,-5.907667167,-5.907667167,3,Done,pyrene_theta=45_a=8.6_b=8.4.log
8.4,8.6,45,-5.907667167,-5.907667167,3,Done,pyrene_theta=45_a=8.4_b=8.6.log
8.7,8.4,45,-5.904046434,-5.904046434,3,Done,pyrene_theta=45_a=8.7_b=8.4.log
8.4,8.7,45,-5.904045807,-5.904045807,3,Done,pyrene_theta=45_a=8.4_b=8.7.log
8.7,8.3,45,-5.894756149,-5.894756149,3,Done,pyrene_theta=45_a=8.7_b=8.3.log
8.3,8.7,45,-5.894756149,-5.894756149,3,Done,pyrene_theta=45_a=8.3_b=8.7.log
8.8,8.3,45,-5.88873268,-5.88873268,3,Done,pyrene_theta=45_a=8.8_b=8.3.log
8.3,8.8,45,-5.888732053,-5.888732053,3,Done,pyrene_theta=45_a=8.3_b=8.8.log
8.6,8.6,45,-5.88669641,-5.88669641,3,Done,pyrene_theta=45_a=8.6_b=8.6.log
8.7,8.5,45,-5.883203062,-5.883203062,3,Done,pyrene_theta=45_a=8.7_b=8.5.log
8.5,8.7,45,-5.883202435,-5.883202435,3,Done,pyrene_theta=45_a=8.5_b=8.7.log
8.5,8.4,45,-5.878943524,-5.878943524,3,Done,pyrene_theta=45_a=8.5_b=8.4.log
8.4,8.5,45,-5.878943524,-5.878943524,3,Done,pyrene_theta=45_a=8.4_b=8.5.log
8.8,8.2,45,-5.873713856,-5.873713856,3,Done,pyrene_theta=45_a=8.8_b=8.2.log
8.2,8.8,45,-5.873713229,-5.873713229,3,Done,pyrene_theta=45_a=8.2_b=8.8.log
8.8,8.4,45,-5.872807104,-5.872807104,3,Done,pyrene_theta=45_a=8.8_b=8.4.log
8.4,8.8,45,-5.872806476,-5.872806476,3,Done,pyrene_theta=45_a=8.4_b=8.8.log
8.3,8.6,45,-5.869311246,-5.869311246,3,Done,pyrene_theta=45_a=8.3_b=8.6.log
8.6,8.3,45,-5.869305598,-5.869305598,3,Done,pyrene_theta=45_a=8.6_b=8.3.log
8.9,8.2,45,-5.866246487,-5.866246487,3,Done,pyrene_theta=45_a=8.9_b=8.2.log
8.2,8.9,45,-5.866246487,-5.866246487,3,Done,pyrene_theta=45_a=8.2_b=8.9.log
8.3,8.9,45,-5.855750127,-5.855750127,3,Done,pyrene_theta=45_a=8.3_b=8.9.log
8.9,8.3,45,-5.855743852,-5.855743852,3,Done,pyrene_theta=45_a=8.9_b=8.3.log
8.7,8.2,45,-5.850406252,-5.850406252,3,Done,pyrene_theta=45_a=8.7_b=8.2.log
8.2,8.7,45,-5.850405625,-5.850405625,3,Done,pyrene_theta=45_a=8.2_b=8.7.log
8.9,8.1,45,-5.845075555,-5.845075555,3,Done,pyrene_theta=45_a=8.9_b=8.1.log
8.1,8.9,45,-5.845074927,-5.845074927,3,Done,pyrene_theta=45_a=8.1_b=8.9.log
9,8.1,45,-5.837055977,-5.837055977,3,Done,pyrene_theta=45_a=9.0_b=8.1.log
8.1,9,45,-5.837054722,-5.837054722,3,Done,pyrene_theta=45_a=8.1_b=9.0.log
9,8.2,45,-5.832328317,-5.832328317,3,Done,pyrene_theta=45_a=9.0_b=8.2.log
8.2,9,45,-5.832327689,-5.832327689,3,Done,pyrene_theta=45_a=8.2_b=9.0.log
8.8,8.1,45,-5.822853543,-5.822853543,3,Done,pyrene_theta=45_a=8.8_b=8.1.log
8.1,8.8,45,-5.822852915,-5.822852915,3,Done,pyrene_theta=45_a=8.1_b=8.8.log
8.4,8.4,45,-5.812694156,-5.812694156,3,Done,pyrene_theta=45_a=8.4_b=8.4.log
9,8,45,-5.809499503,-5.809499503,3,Done,pyrene_theta=45_a=9.0_b=8.0.log
8,9,45,-5.809498248,-5.809498248,3,Done,pyrene_theta=45_a=8.0_b=9.0.log
8.5,8.3,45,-5.807340241,-5.807340241,3,Done,pyrene_theta=45_a=8.5_b=8.3.log
8.3,8.5,45,-5.807340241,-5.807340241,3,Done,pyrene_theta=45_a=8.3_b=8.5.log
9.1,8.1,45,-5.802924453,-5.802924453,3,Done,pyrene_theta=45_a=9.1_b=8.1.log
8.1,9.1,45,-5.802923825,-5.802923825,3,Done,pyrene_theta=45_a=8.1_b=9.1.log
9.1,8,45,-5.801727164,-5.801727164,3,Done,pyrene_theta=45_a=9.1_b=8.0.log
8,9.1,45,-5.801725909,-5.801725909,3,Done,pyrene_theta=45_a=8.0_b=9.1.log
8.6,8.2,45,-5.791500633,-5.791500633,3,Done,pyrene_theta=45_a=8.6_b=8.2.log
8.2,8.6,45,-5.791500633,-5.791500633,3,Done,pyrene_theta=45_a=8.2_b=8.6.log
8.9,8,45,-5.787423073,-5.787423073,3,Done,pyrene_theta=45_a=8.9_b=8.0.log
8,8.9,45,-5.787421818,-5.787421818,3,Done,pyrene_theta=45_a=8.0_b=8.9.log
9.2,8,45,-5.76807192,-5.76807192,3,Done,pyrene_theta=45_a=9.2_b=8.0.log
8,9.2,45,-5.768070665,-5.768070665,3,Done,pyrene_theta=45_a=8.0_b=9.2.log
9.1,7.9,45,-5.767819034,-5.767819034,3,Done,pyrene_theta=45_a=9.1_b=7.9.log
7.9,9.1,45,-5.767817778,-5.767817778,3,Done,pyrene_theta=45_a=7.9_b=9.1.log
8.7,8.1,45,-5.765803471,-5.765803471,3,Done,pyrene_theta=45_a=8.7_b=8.1.log
8.1,8.7,45,-5.765802844,-5.765802844,3,Done,pyrene_theta=45_a=8.1_b=8.7.log
7.9,9.2,45,-5.761014943,-5.761014943,3,Done,pyrene_theta=45_a=7.9_b=9.2.log
9.2,7.9,45,-5.76101055,-5.76101055,3,Done,pyrene_theta=45_a=9.2_b=7.9.log
9.2,8.1,45,-5.746430355,-5.746430355,3,Done,pyrene_theta=45_a=9.2_b=8.1.log
8.1,9.2,45,-5.746429728,-5.746429728,3,Done,pyrene_theta=45_a=8.1_b=9.2.log
9,7.9,45,-5.745016575,-5.745016575,3,Done,pyrene_theta=45_a=9.0_b=7.9.log
7.9,9,45,-5.74501532,-5.74501532,3,Done,pyrene_theta=45_a=7.9_b=9.0.log
8.8,8,45,-5.731100286,-5.731100286,3,Done,pyrene_theta=45_a=8.8_b=8.0.log
8,8.8,45,-5.731099658,-5.731099658,3,Done,pyrene_theta=45_a=8.0_b=8.8.log
7.9,9.3,45,-5.728421446,-5.728421446,3,Done,pyrene_theta=45_a=7.9_b=9.3.log
9.3,7.9,45,-5.728416426,-5.728416426,3,Done,pyrene_theta=45_a=9.3_b=7.9.log
9.2,7.8,45,-5.720997375,-5.720997375,3,Done,pyrene_theta=45_a=9.2_b=7.8.log
7.8,9.2,45,-5.72099612,-5.72099612,3,Done,pyrene_theta=45_a=7.8_b=9.2.log
7.8,9.3,45,-5.715730683,-5.715730683,3,Done,pyrene_theta=45_a=7.8_b=9.3.log
9.3,7.8,45,-5.715726291,-5.715726291,3,Done,pyrene_theta=45_a=9.3_b=7.8.log
9.3,8,45,-5.712167682,-5.712167682,3,Done,pyrene_theta=45_a=9.3_b=8.0.log
8,9.3,45,-5.712165799,-5.712165799,3,Done,pyrene_theta=45_a=8.0_b=9.3.log
9.1,7.8,45,-5.696718385,-5.696718385,3,Done,pyrene_theta=45_a=9.1_b=7.8.log
7.8,9.1,45,-5.69671713,-5.69671713,3,Done,pyrene_theta=45_a=7.8_b=9.1.log
8.9,7.9,45,-5.688403878,-5.688403878,3,Done,pyrene_theta=45_a=8.9_b=7.9.log
7.9,8.9,45,-5.688402623,-5.688402623,3,Done,pyrene_theta=45_a=7.9_b=8.9.log
7.8,9.4,45,-5.684618738,-5.684618738,3,Done,pyrene_theta=45_a=7.8_b=9.4.log
9.4,7.8,45,-5.68461309,-5.68461309,3,Done,pyrene_theta=45_a=9.4_b=7.8.log
9.4,7.9,45,-5.673567032,-5.673567032,3,Done,pyrene_theta=45_a=9.4_b=7.9.log
7.9,9.4,45,-5.673565149,-5.673565149,3,Done,pyrene_theta=45_a=7.9_b=9.4.log
9.3,7.7,45,-5.669958221,-5.669958221,3,Done,pyrene_theta=45_a=9.3_b=7.7.log
7.7,9.3,45,-5.669956966,-5.669956966,3,Done,pyrene_theta=45_a=7.7_b=9.3.log
9.4,7.7,45,-5.666612966,-5.666612966,3,Done,pyrene_theta=45_a=9.4_b=7.7.log
7.7,9.4,45,-5.666611711,-5.666611711,3,Done,pyrene_theta=45_a=7.7_b=9.4.log
9.2,7.7,45,-5.643654257,-5.643654257,3,Done,pyrene_theta=45_a=9.2_b=7.7.log
7.7,9.2,45,-5.643652375,-5.643652375,3,Done,pyrene_theta=45_a=7.7_b=9.2.log
8,9.4,45,-5.637367235,-5.637367235,3,Done,pyrene_theta=45_a=8.0_b=9.4.log
9.4,8,45,-5.637361587,-5.637361587,3,Done,pyrene_theta=45_a=9.4_b=8.0.log
9.5,7.8,45,-5.63111347,-5.63111347,3,Done,pyrene_theta=45_a=9.5_b=7.8.log
7.8,9.5,45,-5.631111588,-5.631111588,3,Done,pyrene_theta=45_a=7.8_b=9.5.log
7.9,9.5,45,-5.599734205,-5.599734205,3,Done,pyrene_theta=45_a=7.9_b=9.5.log
9.5,7.9,45,-5.599729185,-5.599729185,3,Done,pyrene_theta=45_a=9.5_b=7.9.log
9.4,8.1,45,-5.579793192,-5.579793192,3,Done,pyrene_theta=45_a=9.4_b=8.1.log
8.1,9.4,45,-5.579792565,-5.579792565,3,Done,pyrene_theta=45_a=8.1_b=9.4.log
9.5,8,45,-5.546747888,-5.546747888,3,Done,pyrene_theta=45_a=9.5_b=8.0.log
8,9.5,45,-5.546747261,-5.546747261,3,Done,pyrene_theta=45_a=8.0_b=9.5.log
7.9,9.6,45,-5.509967017,-5.509967017,3,Done,pyrene_theta=45_a=7.9_b=9.6.log
9.6,7.9,45,-5.509961997,-5.509961997,3,Done,pyrene_theta=45_a=9.6_b=7.9.log
8.1,9.5,45,-5.475651632,-5.475651632,3,Done,pyrene_theta=45_a=8.1_b=9.5.log
9.5,8.1,45,-5.475645985,-5.475645985,3,Done,pyrene_theta=45_a=9.5_b=8.1.log
9.6,8,45,-5.443122142,-5.443122142,3,Done,pyrene_theta=45_a=9.6_b=8.0.log
8,9.6,45,-5.443120887,-5.443120887,3,Done,pyrene_theta=45_a=8.0_b=9.6.log
8.1,9.6,45,-5.361111605,-5.361111605,3,Done,pyrene_theta=45_a=8.1_b=9.6.log
9.6,8.1,45,-5.361105957,-5.361105957,3,Done,pyrene_theta=45_a=9.6_b=8.1.log
12.1,4.9,45,-3.7860979,-3.7860979,3,Done,pyrene_theta=45_a=12.1_b=4.9.log
4.9,12.1,45,-3.786093508,-3.786093508,3,Done,pyrene_theta=45_a=4.9_b=12.1.log
12.2,4.9,45,-3.778191274,-3.778191274,3,Done,pyrene_theta=45_a=12.2_b=4.9.log
4.9,12.2,45,-3.778186882,-3.778186882,3,Done,pyrene_theta=45_a=4.9_b=12.2.log
12.3,4.9,45,-3.745201819,-3.745201819,3,Done,pyrene_theta=45_a=12.3_b=4.9.log
4.9,12.3,45,-3.745197426,-3.745197426,3,Done,pyrene_theta=45_a=4.9_b=12.3.log
12.2,4.8,45,-3.704743739,-3.704743739,3,Done,pyrene_theta=45_a=12.2_b=4.8.log
4.8,12.2,45,-3.704732444,-3.704732444,3,Done,pyrene_theta=45_a=4.8_b=12.2.log
12.3,4.8,45,-3.69259389,-3.69259389,3,Done,pyrene_theta=45_a=12.3_b=4.8.log
4.8,12.3,45,-3.69258887,-3.69258887,3,Done,pyrene_theta=45_a=4.8_b=12.3.log
12.4,4.9,45,-3.691384051,-3.691384051,3,Done,pyrene_theta=45_a=12.4_b=4.9.log
4.9,12.4,45,-3.691379658,-3.691379658,3,Done,pyrene_theta=45_a=4.9_b=12.4.log
12.1,4.8,45,-3.688233951,-3.688233951,3,Done,pyrene_theta=45_a=12.1_b=4.8.log
4.8,12.1,45,-3.688223283,-3.688223283,3,Done,pyrene_theta=45_a=4.8_b=12.1.log
12.4,4.8,45,-3.656390956,-3.656390956,3,Done,pyrene_theta=45_a=12.4_b=4.8.log
4.8,12.4,45,-3.656386563,-3.656386563,3,Done,pyrene_theta=45_a=4.8_b=12.4.log
12.3,4.7,45,-3.621441786,-3.621441786,3,Done,pyrene_theta=45_a=12.3_b=4.7.log
4.7,12.3,45,-3.621430491,-3.621430491,3,Done,pyrene_theta=45_a=4.7_b=12.3.log
12.5,4.9,45,-3.620518092,-3.620518092,3,Done,pyrene_theta=45_a=12.5_b=4.9.log
4.9,12.5,45,-3.620513071,-3.620513071,3,Done,pyrene_theta=45_a=4.9_b=12.5.log
12.2,4.7,45,-3.610130918,-3.610130918,3,Done,pyrene_theta=45_a=12.2_b=4.7.log
4.7,12.2,45,-3.610125898,-3.610125898,3,Done,pyrene_theta=45_a=4.7_b=12.2.log
12.4,4.7,45,-3.605226928,-3.605226928,3,Done,pyrene_theta=45_a=12.4_b=4.7.log
4.7,12.4,45,-3.605222535,-3.605222535,3,Done,pyrene_theta=45_a=4.7_b=12.4.log
12.5,4.8,45,-3.600208103,-3.600208103,3,Done,pyrene_theta=45_a=12.5_b=4.8.log
4.8,12.5,45,-3.600203083,-3.600203083,3,Done,pyrene_theta=45_a=4.8_b=12.5.log
12.1,4.7,45,-3.566307503,-3.566307503,3,Done,pyrene_theta=45_a=12.1_b=4.7.log
4.7,12.1,45,-3.566296207,-3.566296207,3,Done,pyrene_theta=45_a=4.7_b=12.1.log
12.5,4.7,45,-3.565913426,-3.565913426,3,Done,pyrene_theta=45_a=12.5_b=4.7.log
4.7,12.5,45,-3.565909034,-3.565909034,3,Done,pyrene_theta=45_a=4.7_b=12.5.log
12.6,4.9,45,-3.535977434,-3.535977434,3,Done,pyrene_theta=45_a=12.6_b=4.9.log
4.9,12.6,45,-3.535972414,-3.535972414,3,Done,pyrene_theta=45_a=4.9_b=12.6.log
12.6,4.8,45,-3.527682379,-3.527682379,3,Done,pyrene_theta=45_a=12.6_b=4.8.log
4.8,12.6,45,-3.527677359,-3.527677359,3,Done,pyrene_theta=45_a=4.8_b=12.6.log
12.6,4.7,45,-3.50744079,-3.50744079,3,Done,pyrene_theta=45_a=12.6_b=4.7.log
4.7,12.6,45,-3.507429494,-3.507429494,3,Done,pyrene_theta=45_a=4.7_b=12.6.log
12.7,4.8,45,-3.442128921,-3.442128921,3,Done,pyrene_theta=45_a=12.7_b=4.8.log
4.8,12.7,45,-3.442123901,-3.442123901,3,Done,pyrene_theta=45_a=4.8_b=12.7.log
12.7,4.9,45,-3.440787932,-3.440787932,3,Done,pyrene_theta=45_a=12.7_b=4.9.log
4.9,12.7,45,-3.440782912,-3.440782912,3,Done,pyrene_theta=45_a=4.9_b=12.7.log
12.7,4.7,45,-3.433357587,-3.433357587,3,Done,pyrene_theta=45_a=12.7_b=4.7.log
4.7,12.7,45,-3.433353194,-3.433353194,3,Done,pyrene_theta=45_a=4.7_b=12.7.log
12.8,4.7,45,-3.346932517,-3.346932517,3,Done,pyrene_theta=45_a=12.8_b=4.7.log
4.7,12.8,45,-3.346928124,-3.346928124,3,Done,pyrene_theta=45_a=4.7_b=12.8.log
